,resource,cost_type,cost_decline_assumption,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
13,gas_cc,fixed_per_kw_year,moderate,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776
14,gas_cc,fixed_per_kw_year,conservative,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776,12.86345776
15,gas_cc_ccs,fixed_per_kw_year,advanced,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609
16,gas_cc_ccs,fixed_per_kw_year,moderate,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609
17,gas_cc_ccs,fixed_per_kw_year,conservative,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609,26.99410609
18,gas_ct,variable_per_mwh,advanced,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682
19,gas_ct,variable_per_mwh,moderate,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682
20,gas_ct,variable_per_mwh,conservative,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682,4.499017682
21,gas_cc,variable_per_mwh,advanced,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196
22,gas_cc,variable_per_mwh,moderate,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196
23,gas_cc,variable_per_mwh,conservative,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196,2.161100196
24,gas_cc_ccs,variable_per_mwh,advanced,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338
25,gas_cc_ccs,variable_per_mwh,moderate,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338
26,gas_cc_ccs,variable_per_mwh,conservative,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338,5.717092338
27,gas_ct,heat_rate_mmbtu_per_mwh,advanced,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145
28,gas_ct,heat_rate_mmbtu_per_mwh,moderate,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145
29,gas_ct,heat_rate_mmbtu_per_mwh,conservative,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145,9.5145
30,gas_cc,heat_rate_mmbtu_per_mwh,advanced,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005
31,gas_cc,heat_rate_mmbtu_per_mwh,moderate,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005
32,gas_cc,heat_rate_mmbtu_per_mwh,conservative,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005,6.4005
33,gas_cc_ccs,heat_rate_mmbtu_per_mwh,advanced,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525
34,gas_cc_ccs,heat_rate_mmbtu_per_mwh,moderate,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525
35,gas_cc_ccs,heat_rate_mmbtu_per_mwh,conservative,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525,7.525
36,gas_ct,fuel_costs_per_mmbtu,advanced,2.80824165,2.80824165,2.6043389,2.76747446,2.761818271,2.830696464,2.977101179,3.248724951,3.453934185,3.583047151,3.646863458,3.636278978,3.566907662,3.53435167,3.55911002,3.624749509,3.677520629,3.672337917,3.669430255,3.707327112,3.728062868,3.733790766,3.739814342,3.735955796,3.745098232,3.754679764,3.771070727,3.783829077,3.825990177,3.879633595,3.915163065,3.937715128,3.993376228
37,gas_ct,fuel_costs_per_mmbtu,moderate,2.80824165,2.80824165,2.6043389,2.76747446,2.761818271,2.830696464,2.977101179,3.248724951,3.453934185,3.583047151,3.646863458,3.636278978,3.566907662,3.53435167,3.55911002,3.624749509,3.677520629,3.672337917,3.669430255,3.707327112,3.728062868,3.733790766,3.739814342,3.735955796,3.745098232,3.754679764,3.771070727,3.783829077,3.825990177,3.879633595,3.915163065,3.937715128,3.993376228
38,gas_ct,fuel_costs_per_mmbtu,conservative,2.80824165,2.80824165,2.6043389,2.76747446,2.761818271,2.830696464,2.977101179,3.248724951,3.453934185,3.583047151,3.646863458,3.636278978,3.566907662,3.53435167,3.55911002,3.624749509,3.677520629,3.672337917,3.669430255,3.707327112,3.728062868,3.733790766,3.739814342,3.735955796,3.745098232,3.754679764,3.771070727,3.783829077,3.825990177,3.879633595,3.915163065,3.937715128,3.993376228
39,gas_cc,fuel_costs_per_mmbtu,advanced,2.80824165,2.80824165,2.6043389,2.76747446,2.761818271,2.830696464,2.977101179,3.248724951,3.453934185,3.583047151,3.646863458,3.636278978,3.566907662,3.53435167,3.55911002,3.624749509,3.677520629,3.672337917,3.669430255,3.707327112,3.728062868,3.733790766,3.739814342,3.735955796,3.745098232,3.754679764,3.771070727,3.783829077,3.825990177,3.879633595,3.915163065,3.937715128,3.993376228
40,gas_cc,fuel_costs_per_mmbtu,moderate,2.80824165,2.80824165,2.6043389,2.76747446,2.761818271,2.830696464,2.977101179,3.248724951,3.453934185,3.583047151,3.646863458,3.636278978,3.566907662,3.53435167,3.55911002,3.624749509,3.677520629,3.672337917,3.669430255,3.707327112,3.728062868,3.733790766,3.739814342,3.735955796,3.745098232,3.754679764,3.771070727,3.783829077,3.825990177,3.879633595,3.915163065,3.937715128,3.993376228
41,gas_cc,fuel_costs_per_mmbtu,conservative,2.80824165,2.80824165,2.6043389,2.76747446,2.761818271,2.830696464,2.977101179,3.248724951,3.453934185,3.583047151,3.646863458,3.636278978,3.566907662,3.53435167,3.55911002,3.624749509,3.677520629,3.672337917,3.669430255,3.707327112,3.728062868,3.733790766,3.739814342,3.735955796,3.745098232,3.754679764,3.771070727,3.783829077,3.825990177,3.879633595,3.915163065,3.937715128,3.993376228
42,gas_cc_ccs,fuel_costs_per_mmbtu,advanced,2.80824165,2.80824165,2.6043389,2.76747446,2.761818271,2.830696464,2.977101179,3.248724951,3.453934185,3.583047151,3.646863458,3.636278978,3.566907662,3.53435167,3.55911002,3.624749509,3.677520629,3.672337917,3.669430255,3.707327112,3.728062868,3.733790766,3.739814342,3.735955796,3.745098232,3.754679764,3.771070727,3.783829077,3.825990177,3.879633595,3.915163065,3.937715128,3.993376228
43,gas_cc_ccs,fuel_costs_per_mmbtu,moderate,2.80824165,2.80824165,2.6043389,2.76747446,2.761818271,2.830696464,2.977101179,3.248724951,3.453934185,3.583047151,3.646863458,3.636278978,3.566907662,3.53435167,3.55911002,3.624749509,3.677520629,3.672337917,3.669430255,3.707327112,3.728062868,3.733790766,3.739814342,3.735955796,3.745098232,3.754679764,3.771070727,3.783829077,3.825990177,3.879633595,3.915163065,3.937715128,3.993376228
44,gas_cc_ccs,fuel_costs_per_mmbtu,conservative,2.80824165,2.80824165,2.6043389,2.76747446,2.761818271,2.830696464,2.977101179,3.248724951,3.453934185,3.583047151,3.646863458,3.636278978,3.566907662,3.53435167,3.55911002,3.624749509,3.677520629,3.672337917,3.669430255,3.707327112,3.728062868,3.733790766,3.739814342,3.735955796,3.745098232,3.754679764,3.771070727,3.783829077,3.825990177,3.879633595,3.915163065,3.937715128,3.993376228
45,res_shift_space_cooling,capex_per_kw,moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,ci_shed_nonwatersystem,capex_per_kw,moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,res_shift_space_cooling,fixed_per_kw_year,moderate,,,40,40,40,40,40,40,50,60,70,80,90,91.33,92.66,93.99,95.32,96.65,97.98,99.31,100.64,101.97,103.3,104.63,105.96,107.29,108.62,110,110,110,110,110,110
50,ci_shed_nonwatersystem,fixed_per_kw_year,moderate,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
51,res_shift_space_cooling,variable_per_mwh,moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,ci_shed_nonwatersystem,variable_per_mwh,moderate,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
54,utility_solar_inbasin_rsCrsQ,capex_per_kw,advanced,1599.901784,1405.258715,1340.034403,1274.810092,1209.58578,1144.361469,1079.137157,1013.912846,948.6885345,883.464223,818.2399116,753.0156001,687.7912887,679.2804627,670.7696367,662.2588108,653.7479848,645.2371589,636.7263329,628.215507,619.704681,611.1938551,602.6830291,594.1722032,585.6613772,577.1505512,568.6397253,560.1288993,551.6180734,543.1072474,534.5964215,526.0855955,517.5747696
55,utility_solar_inbasin_rsCrsQ,capex_per_kw,moderate,1599.901784,1405.258715,1353.542857,1301.826999,1250.111141,1198.395283,1146.679426,1094.963568,1043.24771,991.531852,939.8159941,888.1001363,836.3842785,828.954629,821.5249795,814.09533,806.6656805,799.236031,791.8063815,784.376732,776.9470825,769.5174331,762.0877836,754.6581341,747.2284846,739.7988351,732.3691856,724.9395361,717.5098866,710.0802371,702.6505876,695.2209381,687.7912887
56,utility_solar_inbasin_rsCrsQ,capex_per_kw,conservative,1599.901784,1405.258715,1388.723234,1372.187753,1355.652272,1339.116792,1322.581311,1306.04583,1289.510349,1272.974868,1256.439388,1239.903907,1223.368426,1204.019219,1184.670011,1165.320804,1145.971597,1126.622389,1107.273182,1087.923974,1068.574767,1049.22556,1029.876352,1010.527145,991.1779375,971.8287301,952.4795227,933.1303154,913.781108,894.4319006,875.0826932,855.7334858,836.3842785
57,utility_solar_inbasin_rsCrsQ,fixed_per_kw_year,advanced,18.76,16.08,15.69364437,14.92977805,14.16591173,13.40204541,12.63817909,11.87431277,11.11044645,10.34658013,9.582713809,8.818847489,8.054981169,7.955307701,7.855634233,7.755960766,7.656287298,7.55661383,7.456940362,7.357266895,7.257593427,7.157919959,7.058246492,6.958573024,6.858899556,6.759226089,6.659552621,6.559879153,6.460205685,6.360532218,6.26085875,6.161185282,6.061511815
58,utility_solar_inbasin_rsCrsQ,fixed_per_kw_year,moderate,18.76,16.08,15.85184692,15.24618316,14.64051939,14.03485563,13.42919187,12.8235281,12.21786434,11.61220057,11.00653681,10.40087304,9.795209279,9.708197874,9.621186468,9.534175063,9.447163657,9.360152252,9.273140846,9.18612944,9.099118035,9.012106629,8.925095224,8.838083818,8.751072413,8.664061007,8.577049602,8.490038196,8.403026791,8.316015385,8.22900398,8.141992574,8.054981169
59,utility_solar_inbasin_rsCrsQ,fixed_per_kw_year,conservative,18.76,16.08,16.26385748,16.07020428,15.87655108,15.68289787,15.48924467,15.29559147,15.10193826,14.90828506,14.71463186,14.52097865,14.32732545,14.10071964,13.87411383,13.64750802,13.42090222,13.19429641,12.9676906,12.74108479,12.51447898,12.28787317,12.06126736,11.83466156,11.60805575,11.38144994,11.15484413,10.92823832,10.70163251,10.4750267,10.2484209,10.02181509,9.795209279
60,utility_solar_inbasin_rsCrsQ,variable_per_mwh,advanced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,utility_solar_inbasin_rsCrsQ,variable_per_mwh,moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,utility_solar_inbasin_rsCrsQ,variable_per_mwh,conservative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,utility_solar_outofbasin,capex_per_kw,advanced,1599.901784,1405.258715,1340.034403,1274.810092,1209.58578,1144.361469,1079.137157,1013.912846,948.6885345,883.464223,818.2399116,753.0156001,687.7912887,679.2804627,670.7696367,662.2588108,653.7479848,645.2371589,636.7263329,628.215507,619.704681,611.1938551,602.6830291,594.1722032,585.6613772,577.1505512,568.6397253,560.1288993,551.6180734,543.1072474,534.5964215,526.0855955,517.5747696
64,utility_solar_outofbasin,capex_per_kw,moderate,1599.901784,1405.258715,1353.542857,1301.826999,1250.111141,1198.395283,1146.679426,1094.963568,1043.24771,991.531852,939.8159941,888.1001363,836.3842785,828.954629,821.5249795,814.09533,806.6656805,799.236031,791.8063815,784.376732,776.9470825,769.5174331,762.0877836,754.6581341,747.2284846,739.7988351,732.3691856,724.9395361,717.5098866,710.0802371,702.6505876,695.2209381,687.7912887
65,utility_solar_outofbasin,capex_per_kw,conservative,1599.901784,1405.258715,1388.723234,1372.187753,1355.652272,1339.116792,1322.581311,1306.04583,1289.510349,1272.974868,1256.439388,1239.903907,1223.368426,1204.019219,1184.670011,1165.320804,1145.971597,1126.622389,1107.273182,1087.923974,1068.574767,1049.22556,1029.876352,1010.527145,991.1779375,971.8287301,952.4795227,933.1303154,913.781108,894.4319006,875.0826932,855.7334858,836.3842785
66,utility_solar_outofbasin,fixed_per_kw_year,advanced,18.76,16.08,15.69364437,14.92977805,14.16591173,13.40204541,12.63817909,11.87431277,11.11044645,10.34658013,9.582713809,8.818847489,8.054981169,7.955307701,7.855634233,7.755960766,7.656287298,7.55661383,7.456940362,7.357266895,7.257593427,7.157919959,7.058246492,6.958573024,6.858899556,6.759226089,6.659552621,6.559879153,6.460205685,6.360532218,6.26085875,6.161185282,6.061511815
67,utility_solar_outofbasin,fixed_per_kw_year,moderate,18.76,16.08,15.85184692,15.24618316,14.64051939,14.03485563,13.42919187,12.8235281,12.21786434,11.61220057,11.00653681,10.40087304,9.795209279,9.708197874,9.621186468,9.534175063,9.447163657,9.360152252,9.273140846,9.18612944,9.099118035,9.012106629,8.925095224,8.838083818,8.751072413,8.664061007,8.577049602,8.490038196,8.403026791,8.316015385,8.22900398,8.141992574,8.054981169
68,utility_solar_outofbasin,fixed_per_kw_year,conservative,18.76,16.08,16.26385748,16.07020428,15.87655108,15.68289787,15.48924467,15.29559147,15.10193826,14.90828506,14.71463186,14.52097865,14.32732545,14.10071964,13.87411383,13.64750802,13.42090222,13.19429641,12.9676906,12.74108479,12.51447898,12.28787317,12.06126736,11.83466156,11.60805575,11.38144994,11.15484413,10.92823832,10.70163251,10.4750267,10.2484209,10.02181509,9.795209279
69,utility_solar_outofbasin,variable_per_mwh,advanced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,utility_solar_outofbasin,variable_per_mwh,moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,utility_solar_outofbasin,variable_per_mwh,conservative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,commercial_solar,capex_per_kw,advanced,2052.102886,1812.523781,1720.098231,1627.672681,1535.247131,1442.821581,1350.396032,1257.970482,1165.544932,1073.119382,980.6938323,888.2682824,795.8427326,785.3689243,774.8951159,764.4213076,753.9474993,743.4736909,732.9998826,722.5260743,712.0522659,701.5784576,691.1046493,680.630841,670.1570326,659.6832243,649.209416,638.7356076,628.2617993,617.787991,607.3141826,596.8403743,586.366566
